"collaborator","title","abstract"
"Beth Israel Deaconess Medical Center","An Open Label Phase Ib Dose Escalation Study of TRC (Anti-Endoglin Antibody)with Axitinib in Patients with Metastatic Renal Cell Carcinoma.","BACKGROUND: TRC is an IgG endoglin monoclonal antibody that potentiates VEGFinhibitors in preclinical models. We assessed safety, pharmacokinetics, andantitumor activity of TRC in combination with axitinib in patients withmetastatic renal cell carcinoma (mRCC).SUBJECTS, MATERIALS, AND METHODS: Heavily pretreated mRCC patients were treatedwith TRC weekly ( mg/kg and then  mg/kg) in combination with axitinib(initially at  mg b.i.d. and then escalated per patient tolerance to a maximumof  mg b.i.d.) until disease progression or unacceptable toxicity using astandard  +  phase I design.RESULTS: Eighteen patients (median number of prior therapies = ) were treated.TRC dose escalation proceeded to  mg/kg weekly without dose-limitingtoxicity. Adverse event characteristics of each drug were not increased infrequency or severity when the two drugs were administered concurrently. TRCand axitinib demonstrated preliminary evidence of activity, including partialresponses (PR) by RECIST in % of patients, and median progression-free survival(. months). None of the patients with PR had PR to prior first-line treatment.Lower baseline levels of osteopontin and higher baseline levels of TGF-β receptor correlated with overall response rate.CONCLUSION: TRC at  and  mg/kg weekly was well tolerated in combinationwith axitinib, with encouraging evidence of activity in patients with mRCC. Amulticenter, randomized phase II trial of TRC and axitinib has recentlycompleted enrollment (NCT).IMPLICATIONS FOR PRACTICE: TRC is a monoclonal antibody to endoglin (CD), areceptor densely expressed on proliferating endothelial cells and also on renalcancer stem cells that is implicated as a mediator of resistance to inhibitors ofthe VEGF pathway. In this Phase I trial, TRC combined safely with axitinib atthe recommended single agent doses of each drug in patients with renal cellcarcinoma. The combination demonstrated durable activity in a VEGFinhibitor-refractory population and modulated several angiogenic biomarkers. Arandomized Phase II trial testing TRC in combination with axitinib in clearcell renal cell carcinoma has completed accrual."
"Duke University Medical Center","An Open Label Phase Ib Dose Escalation Study of TRC (Anti-Endoglin Antibody)with Axitinib in Patients with Metastatic Renal Cell Carcinoma.","BACKGROUND: TRC is an IgG endoglin monoclonal antibody that potentiates VEGFinhibitors in preclinical models. We assessed safety, pharmacokinetics, andantitumor activity of TRC in combination with axitinib in patients withmetastatic renal cell carcinoma (mRCC).SUBJECTS, MATERIALS, AND METHODS: Heavily pretreated mRCC patients were treatedwith TRC weekly ( mg/kg and then  mg/kg) in combination with axitinib(initially at  mg b.i.d. and then escalated per patient tolerance to a maximumof  mg b.i.d.) until disease progression or unacceptable toxicity using astandard  +  phase I design.RESULTS: Eighteen patients (median number of prior therapies = ) were treated.TRC dose escalation proceeded to  mg/kg weekly without dose-limitingtoxicity. Adverse event characteristics of each drug were not increased infrequency or severity when the two drugs were administered concurrently. TRCand axitinib demonstrated preliminary evidence of activity, including partialresponses (PR) by RECIST in % of patients, and median progression-free survival(. months). None of the patients with PR had PR to prior first-line treatment.Lower baseline levels of osteopontin and higher baseline levels of TGF-β receptor correlated with overall response rate.CONCLUSION: TRC at  and  mg/kg weekly was well tolerated in combinationwith axitinib, with encouraging evidence of activity in patients with mRCC. Amulticenter, randomized phase II trial of TRC and axitinib has recentlycompleted enrollment (NCT).IMPLICATIONS FOR PRACTICE: TRC is a monoclonal antibody to endoglin (CD), areceptor densely expressed on proliferating endothelial cells and also on renalcancer stem cells that is implicated as a mediator of resistance to inhibitors ofthe VEGF pathway. In this Phase I trial, TRC combined safely with axitinib atthe recommended single agent doses of each drug in patients with renal cellcarcinoma. The combination demonstrated durable activity in a VEGFinhibitor-refractory population and modulated several angiogenic biomarkers. Arandomized Phase II trial testing TRC in combination with axitinib in clearcell renal cell carcinoma has completed accrual."
"Roswell Park Cancer Institute","An Open Label Phase Ib Dose Escalation Study of TRC (Anti-Endoglin Antibody)with Axitinib in Patients with Metastatic Renal Cell Carcinoma.","BACKGROUND: TRC is an IgG endoglin monoclonal antibody that potentiates VEGFinhibitors in preclinical models. We assessed safety, pharmacokinetics, andantitumor activity of TRC in combination with axitinib in patients withmetastatic renal cell carcinoma (mRCC).SUBJECTS, MATERIALS, AND METHODS: Heavily pretreated mRCC patients were treatedwith TRC weekly ( mg/kg and then  mg/kg) in combination with axitinib(initially at  mg b.i.d. and then escalated per patient tolerance to a maximumof  mg b.i.d.) until disease progression or unacceptable toxicity using astandard  +  phase I design.RESULTS: Eighteen patients (median number of prior therapies = ) were treated.TRC dose escalation proceeded to  mg/kg weekly without dose-limitingtoxicity. Adverse event characteristics of each drug were not increased infrequency or severity when the two drugs were administered concurrently. TRCand axitinib demonstrated preliminary evidence of activity, including partialresponses (PR) by RECIST in % of patients, and median progression-free survival(. months). None of the patients with PR had PR to prior first-line treatment.Lower baseline levels of osteopontin and higher baseline levels of TGF-β receptor correlated with overall response rate.CONCLUSION: TRC at  and  mg/kg weekly was well tolerated in combinationwith axitinib, with encouraging evidence of activity in patients with mRCC. Amulticenter, randomized phase II trial of TRC and axitinib has recentlycompleted enrollment (NCT).IMPLICATIONS FOR PRACTICE: TRC is a monoclonal antibody to endoglin (CD), areceptor densely expressed on proliferating endothelial cells and also on renalcancer stem cells that is implicated as a mediator of resistance to inhibitors ofthe VEGF pathway. In this Phase I trial, TRC combined safely with axitinib atthe recommended single agent doses of each drug in patients with renal cellcarcinoma. The combination demonstrated durable activity in a VEGFinhibitor-refractory population and modulated several angiogenic biomarkers. Arandomized Phase II trial testing TRC in combination with axitinib in clearcell renal cell carcinoma has completed accrual."
" Inc","An Open Label Phase Ib Dose Escalation Study of TRC (Anti-Endoglin Antibody)with Axitinib in Patients with Metastatic Renal Cell Carcinoma.","BACKGROUND: TRC is an IgG endoglin monoclonal antibody that potentiates VEGFinhibitors in preclinical models. We assessed safety, pharmacokinetics, andantitumor activity of TRC in combination with axitinib in patients withmetastatic renal cell carcinoma (mRCC).SUBJECTS, MATERIALS, AND METHODS: Heavily pretreated mRCC patients were treatedwith TRC weekly ( mg/kg and then  mg/kg) in combination with axitinib(initially at  mg b.i.d. and then escalated per patient tolerance to a maximumof  mg b.i.d.) until disease progression or unacceptable toxicity using astandard  +  phase I design.RESULTS: Eighteen patients (median number of prior therapies = ) were treated.TRC dose escalation proceeded to  mg/kg weekly without dose-limitingtoxicity. Adverse event characteristics of each drug were not increased infrequency or severity when the two drugs were administered concurrently. TRCand axitinib demonstrated preliminary evidence of activity, including partialresponses (PR) by RECIST in % of patients, and median progression-free survival(. months). None of the patients with PR had PR to prior first-line treatment.Lower baseline levels of osteopontin and higher baseline levels of TGF-β receptor correlated with overall response rate.CONCLUSION: TRC at  and  mg/kg weekly was well tolerated in combinationwith axitinib, with encouraging evidence of activity in patients with mRCC. Amulticenter, randomized phase II trial of TRC and axitinib has recentlycompleted enrollment (NCT).IMPLICATIONS FOR PRACTICE: TRC is a monoclonal antibody to endoglin (CD), areceptor densely expressed on proliferating endothelial cells and also on renalcancer stem cells that is implicated as a mediator of resistance to inhibitors ofthe VEGF pathway. In this Phase I trial, TRC combined safely with axitinib atthe recommended single agent doses of each drug in patients with renal cellcarcinoma. The combination demonstrated durable activity in a VEGFinhibitor-refractory population and modulated several angiogenic biomarkers. Arandomized Phase II trial testing TRC in combination with axitinib in clearcell renal cell carcinoma has completed accrual."
" Shanghai Jiaotong University Affiliated Sixth People Hospital South Campus Shanghai","Topiramate exhibits anti-tumorigenic and metastatic effects in ovarian cancercells.","Ovarian cancer is one of the leading causes of cancer related deaths among womenworldwide, with an overall -year survival of only -%. Carbonic anhydrasesare up-regulated in many types of cancer and play an important role in tumorprogression and metastasis. Carbonic anhydrase  has been implicated as apotential anti-tumorigenic target. Topiramate (TPM) is a potent inhibitor ofcarbonic anhydrase isozymes, including carbonic anhydrase , and has been shownto have anti-tumorigenic activity in several cancer types. Our goal was toevaluate the effect of TPM on cell proliferation and to identify possiblemechanisms by which TPM inhibits cell growth in ovarian cancer. TPM significantlyinhibited ovarian cancer cell proliferation and induced cell cycle G arrest,cellular stress and apoptosis through the AKT/mTOR and MAPK pathways. TPM alsoexerted anti-metastatic effects by decreasing the adhesion and invasion ofovarian cancer cells and affecting the expression of critical regulators of theepithelial-mesenchymal transition (EMT). Our findings demonstrate that TPM hasanti-tumorigenic effects in ovarian cancer and is worthy of further explorationin clinical trials."
" Capital Medical University Beijing","Topiramate exhibits anti-tumorigenic and metastatic effects in ovarian cancercells.","Ovarian cancer is one of the leading causes of cancer related deaths among womenworldwide, with an overall -year survival of only -%. Carbonic anhydrasesare up-regulated in many types of cancer and play an important role in tumorprogression and metastasis. Carbonic anhydrase  has been implicated as apotential anti-tumorigenic target. Topiramate (TPM) is a potent inhibitor ofcarbonic anhydrase isozymes, including carbonic anhydrase , and has been shownto have anti-tumorigenic activity in several cancer types. Our goal was toevaluate the effect of TPM on cell proliferation and to identify possiblemechanisms by which TPM inhibits cell growth in ovarian cancer. TPM significantlyinhibited ovarian cancer cell proliferation and induced cell cycle G arrest,cellular stress and apoptosis through the AKT/mTOR and MAPK pathways. TPM alsoexerted anti-metastatic effects by decreasing the adhesion and invasion ofovarian cancer cells and affecting the expression of critical regulators of theepithelial-mesenchymal transition (EMT). Our findings demonstrate that TPM hasanti-tumorigenic effects in ovarian cancer and is worthy of further explorationin clinical trials."
" National Institute of Environmental Health Sciences","Adult physical activity and breast cancer risk in women with a family history ofbreast cancer.","BACKGROUND: Recreational physical activity has been consistently associated withreduced breast cancer risk. Less is known about how family history of breastcancer impacts the association, and whether it varies by menopausal status.METHODS: The Sister Study is a cohort of , women who had a sister withbreast cancer, but no prior breast cancer themselves. Women reported allrecreational sport/exercise activities they participated in over the past months. Hours/week and MET-hours/week of physical activity were considered inassociation with breast cancer risk. Hazard ratios (HRs) and % confidenceintervals (CIs) were calculated with Cox regression. Extent of family history,examined as a modifier, was characterized by a Bayesian score incorporatingcharacteristics of the family structure.RESULTS: During follow-up (average . years), , cases were diagnosed. Higherhours/week (HR>=vs<=.; %CI: .-.) and MET-hours/week(HRquartilevs=.; %CI: .-.) of physical activity were associated withreduced postmenopausal breast cancer risk. Hours/week and MET-hours/week wereassociated with suggestive increased premenopausal breast cancer risk(MET-hours/week HRquartilevs=.; %CI: .-.). Associations did not varywith extent of family history. However, the increased risk in premenopausal womenmay be limited to those with stronger family history.CONCLUSIONS: In women with a family history of breast cancer, physical activitywas associated with reduced postmenopausal, but not premenopausal, breast cancerrisk and was not modified by extent of family history.IMPACT: This was the first study to examine the association between physicalactivity and breast cancer risk in a large population with a family history ofbreast cancer."
" The Ohio State University","PD-L expression and CD-positive T cells are associated with favorable survivalin HER-positive invasive breast cancer.","Programmed cell death  (PD-) and its ligand (PD-L) are key physiologicsuppressors of the cytotoxic immune reaction. However, to date, the combinationof PD/PD-L expression and tumor-infiltrating lymphocytes (TILs) andantigen-presenting cells has been only minimally reported in breast carcinoma, inparticular in relation to HER-positive cases. The goal of this study was toevaluate both cellular tumoral immune reaction and PD-L/PD distribution inHER-positive cases, as well as any associations with clinical outcome usingconventional chemotherapy combined with HER blocking. Multicolorimmunohistochemical multiplex assays simultaneously demonstrating PD, PD-L, andCD or PD-L, CD, and CD were performed on tissue microarrays (TMA)representing  pretreatment cases of HER-positive invasive breast carcinoma.PD-L expression was identified in  cases (%), including  cases (%) withPD-L labeling of tumor cells and  cases (%) with PD-L labeling of immunecells only. Ten of  cases with PD-L staining of tumor cells showed staining ofassociated immune cells as well. With this assay method, PD was detectable inmany fewer cases ( cases or %). PD-L expression was positively associated withhigh Nottingham grade, negative ER and PR, the absence of lymph node metastasis,and high levels of CD+ cells. The overall survival by univariate analysis waspositively associated with lower tumor stage, the absence of lymph nodemetastasis, PD-L expression, and high levels of CD+ cells. Therefore, our datasuggest cytotoxic immune reaction mediated by CD-positive T cells and PD-Lexpression may predict a better outcome in patients with HER-positive breastcarcinoma managed with conventional chemotherapy and HER-blocking therapy. Thesefindings recommend clinical trials utilizing checkpoint blocking immunotherapy insome form for HER-positive breast cancer."
" Inc","PD-L expression and CD-positive T cells are associated with favorable survivalin HER-positive invasive breast cancer.","Programmed cell death  (PD-) and its ligand (PD-L) are key physiologicsuppressors of the cytotoxic immune reaction. However, to date, the combinationof PD/PD-L expression and tumor-infiltrating lymphocytes (TILs) andantigen-presenting cells has been only minimally reported in breast carcinoma, inparticular in relation to HER-positive cases. The goal of this study was toevaluate both cellular tumoral immune reaction and PD-L/PD distribution inHER-positive cases, as well as any associations with clinical outcome usingconventional chemotherapy combined with HER blocking. Multicolorimmunohistochemical multiplex assays simultaneously demonstrating PD, PD-L, andCD or PD-L, CD, and CD were performed on tissue microarrays (TMA)representing  pretreatment cases of HER-positive invasive breast carcinoma.PD-L expression was identified in  cases (%), including  cases (%) withPD-L labeling of tumor cells and  cases (%) with PD-L labeling of immunecells only. Ten of  cases with PD-L staining of tumor cells showed staining ofassociated immune cells as well. With this assay method, PD was detectable inmany fewer cases ( cases or %). PD-L expression was positively associated withhigh Nottingham grade, negative ER and PR, the absence of lymph node metastasis,and high levels of CD+ cells. The overall survival by univariate analysis waspositively associated with lower tumor stage, the absence of lymph nodemetastasis, PD-L expression, and high levels of CD+ cells. Therefore, our datasuggest cytotoxic immune reaction mediated by CD-positive T cells and PD-Lexpression may predict a better outcome in patients with HER-positive breastcarcinoma managed with conventional chemotherapy and HER-blocking therapy. Thesefindings recommend clinical trials utilizing checkpoint blocking immunotherapy insome form for HER-positive breast cancer."
" Ponce Health Sciences University","Effects of histone methyltransferase inhibition in endometriosis.","Although the histone methyltransferase EZH and its product HKme are wellstudied in cancer, little is known about their role and potential as therapeutictargets in endometriosis. We have previously reported that endometriotic lesionsare characterized by global enrichment of HKme. Therefore, we aimed to ()characterize the expression levels of EZH in endometriotic tissues; () assessHKme enrichment in candidate genes promoter regions; and () determine ifpharmacological inhibition of EZH impacts migration, proliferation, and invasionof endometriotic cells. Immunohistochemistry of an endometriosis-focused tissuemicroarray was used to assess the EZH protein levels in tissues. Chromatinimmunoprecipitation-qPCR was conducted to assess enrichment of HKme incandidate gene promoter regions in tissues. Immunofluorescence was performed toassess the effect of an EZH-specific pharmacological inhibitor on HKmeglobal enrichment in cell lines. To measure effects of the inhibitor inmigration, proliferation, and invasion in vitro we used Scratch, BrdU, andMatrigel assays, respectively. Endometriotic lesions had significantly higherEZHα nuclear immunostaining levels compared to eutopic endometrium from patients(glands, stroma) and controls (glands). HKme was enriched within promoterregions of candidate genes in some but not all of the endometriotic lesions.Inhibition of EZH reduced HKme levels in the endometriotic cellsspecifically, and also reduced migration, proliferation but not invasion ofendometriotic epithelial cells (Z). These findings support future preclinicalstudies to determine in vivo efficacy of EZH inhibitors as promising nonhormonaltreatments for endometriosis, still an incurable gynecological disease."
" University of Texas at Rio Grande Valley-School of Medicine","Effects of histone methyltransferase inhibition in endometriosis.","Although the histone methyltransferase EZH and its product HKme are wellstudied in cancer, little is known about their role and potential as therapeutictargets in endometriosis. We have previously reported that endometriotic lesionsare characterized by global enrichment of HKme. Therefore, we aimed to ()characterize the expression levels of EZH in endometriotic tissues; () assessHKme enrichment in candidate genes promoter regions; and () determine ifpharmacological inhibition of EZH impacts migration, proliferation, and invasionof endometriotic cells. Immunohistochemistry of an endometriosis-focused tissuemicroarray was used to assess the EZH protein levels in tissues. Chromatinimmunoprecipitation-qPCR was conducted to assess enrichment of HKme incandidate gene promoter regions in tissues. Immunofluorescence was performed toassess the effect of an EZH-specific pharmacological inhibitor on HKmeglobal enrichment in cell lines. To measure effects of the inhibitor inmigration, proliferation, and invasion in vitro we used Scratch, BrdU, andMatrigel assays, respectively. Endometriotic lesions had significantly higherEZHα nuclear immunostaining levels compared to eutopic endometrium from patients(glands, stroma) and controls (glands). HKme was enriched within promoterregions of candidate genes in some but not all of the endometriotic lesions.Inhibition of EZH reduced HKme levels in the endometriotic cellsspecifically, and also reduced migration, proliferation but not invasion ofendometriotic epithelial cells (Z). These findings support future preclinicalstudies to determine in vivo efficacy of EZH inhibitors as promising nonhormonaltreatments for endometriosis, still an incurable gynecological disease."
"Department of Basic Sciences-Microbiology Division","Effects of histone methyltransferase inhibition in endometriosis.","Although the histone methyltransferase EZH and its product HKme are wellstudied in cancer, little is known about their role and potential as therapeutictargets in endometriosis. We have previously reported that endometriotic lesionsare characterized by global enrichment of HKme. Therefore, we aimed to ()characterize the expression levels of EZH in endometriotic tissues; () assessHKme enrichment in candidate genes promoter regions; and () determine ifpharmacological inhibition of EZH impacts migration, proliferation, and invasionof endometriotic cells. Immunohistochemistry of an endometriosis-focused tissuemicroarray was used to assess the EZH protein levels in tissues. Chromatinimmunoprecipitation-qPCR was conducted to assess enrichment of HKme incandidate gene promoter regions in tissues. Immunofluorescence was performed toassess the effect of an EZH-specific pharmacological inhibitor on HKmeglobal enrichment in cell lines. To measure effects of the inhibitor inmigration, proliferation, and invasion in vitro we used Scratch, BrdU, andMatrigel assays, respectively. Endometriotic lesions had significantly higherEZHα nuclear immunostaining levels compared to eutopic endometrium from patients(glands, stroma) and controls (glands). HKme was enriched within promoterregions of candidate genes in some but not all of the endometriotic lesions.Inhibition of EZH reduced HKme levels in the endometriotic cellsspecifically, and also reduced migration, proliferation but not invasion ofendometriotic epithelial cells (Z). These findings support future preclinicalstudies to determine in vivo efficacy of EZH inhibitors as promising nonhormonaltreatments for endometriosis, still an incurable gynecological disease."
" Step-Up Summer Program","Effects of histone methyltransferase inhibition in endometriosis.","Although the histone methyltransferase EZH and its product HKme are wellstudied in cancer, little is known about their role and potential as therapeutictargets in endometriosis. We have previously reported that endometriotic lesionsare characterized by global enrichment of HKme. Therefore, we aimed to ()characterize the expression levels of EZH in endometriotic tissues; () assessHKme enrichment in candidate genes promoter regions; and () determine ifpharmacological inhibition of EZH impacts migration, proliferation, and invasionof endometriotic cells. Immunohistochemistry of an endometriosis-focused tissuemicroarray was used to assess the EZH protein levels in tissues. Chromatinimmunoprecipitation-qPCR was conducted to assess enrichment of HKme incandidate gene promoter regions in tissues. Immunofluorescence was performed toassess the effect of an EZH-specific pharmacological inhibitor on HKmeglobal enrichment in cell lines. To measure effects of the inhibitor inmigration, proliferation, and invasion in vitro we used Scratch, BrdU, andMatrigel assays, respectively. Endometriotic lesions had significantly higherEZHα nuclear immunostaining levels compared to eutopic endometrium from patients(glands, stroma) and controls (glands). HKme was enriched within promoterregions of candidate genes in some but not all of the endometriotic lesions.Inhibition of EZH reduced HKme levels in the endometriotic cellsspecifically, and also reduced migration, proliferation but not invasion ofendometriotic epithelial cells (Z). These findings support future preclinicalstudies to determine in vivo efficacy of EZH inhibitors as promising nonhormonaltreatments for endometriosis, still an incurable gynecological disease."
"Southern Pathology Inc","Effects of histone methyltransferase inhibition in endometriosis.","Although the histone methyltransferase EZH and its product HKme are wellstudied in cancer, little is known about their role and potential as therapeutictargets in endometriosis. We have previously reported that endometriotic lesionsare characterized by global enrichment of HKme. Therefore, we aimed to ()characterize the expression levels of EZH in endometriotic tissues; () assessHKme enrichment in candidate genes promoter regions; and () determine ifpharmacological inhibition of EZH impacts migration, proliferation, and invasionof endometriotic cells. Immunohistochemistry of an endometriosis-focused tissuemicroarray was used to assess the EZH protein levels in tissues. Chromatinimmunoprecipitation-qPCR was conducted to assess enrichment of HKme incandidate gene promoter regions in tissues. Immunofluorescence was performed toassess the effect of an EZH-specific pharmacological inhibitor on HKmeglobal enrichment in cell lines. To measure effects of the inhibitor inmigration, proliferation, and invasion in vitro we used Scratch, BrdU, andMatrigel assays, respectively. Endometriotic lesions had significantly higherEZHα nuclear immunostaining levels compared to eutopic endometrium from patients(glands, stroma) and controls (glands). HKme was enriched within promoterregions of candidate genes in some but not all of the endometriotic lesions.Inhibition of EZH reduced HKme levels in the endometriotic cellsspecifically, and also reduced migration, proliferation but not invasion ofendometriotic epithelial cells (Z). These findings support future preclinicalstudies to determine in vivo efficacy of EZH inhibitors as promising nonhormonaltreatments for endometriosis, still an incurable gynecological disease."
" Mayo Clinic","Effects of histone methyltransferase inhibition in endometriosis.","Although the histone methyltransferase EZH and its product HKme are wellstudied in cancer, little is known about their role and potential as therapeutictargets in endometriosis. We have previously reported that endometriotic lesionsare characterized by global enrichment of HKme. Therefore, we aimed to ()characterize the expression levels of EZH in endometriotic tissues; () assessHKme enrichment in candidate genes promoter regions; and () determine ifpharmacological inhibition of EZH impacts migration, proliferation, and invasionof endometriotic cells. Immunohistochemistry of an endometriosis-focused tissuemicroarray was used to assess the EZH protein levels in tissues. Chromatinimmunoprecipitation-qPCR was conducted to assess enrichment of HKme incandidate gene promoter regions in tissues. Immunofluorescence was performed toassess the effect of an EZH-specific pharmacological inhibitor on HKmeglobal enrichment in cell lines. To measure effects of the inhibitor inmigration, proliferation, and invasion in vitro we used Scratch, BrdU, andMatrigel assays, respectively. Endometriotic lesions had significantly higherEZHα nuclear immunostaining levels compared to eutopic endometrium from patients(glands, stroma) and controls (glands). HKme was enriched within promoterregions of candidate genes in some but not all of the endometriotic lesions.Inhibition of EZH reduced HKme levels in the endometriotic cellsspecifically, and also reduced migration, proliferation but not invasion ofendometriotic epithelial cells (Z). These findings support future preclinicalstudies to determine in vivo efficacy of EZH inhibitors as promising nonhormonaltreatments for endometriosis, still an incurable gynecological disease."
